id_estudiante;plan;anio_ingreso;fecha_ingreso;fecha_ultimo_examen;anio_ultima_reinscripcion;promedio_sin_aplazos;promedio_con_aplazos;actividades_aprobadas;total_actividades;regular;calidad;segundo_anio
CB-016430-1;2007;2020;01/04/2020;18/08/2021;2021.0;7.0;7.0;3;40;S;A;N
CB-015947-2;2007;2020;01/04/2020;;;6.0;6.0;2;40;S;P;N
CB-016115-9;2007;2020;01/04/2020;20/08/2021;2021.0;6.58;6.82;13;40;S;A;S
CB-016037-3;2007;2020;01/04/2020;18/08/2021;2021.0;6.8;7.22;10;40;S;A;S
CB-015877-8;2007;2020;01/04/2020;;2021.0;8.0;8.0;2;40;S;A;N
CB-016013-6;2007;2020;01/04/2020;;2021.0;8.0;8.0;2;40;S;A;N
CB-016496-4;2007;2020;01/04/2020;;;7.0;7.0;2;40;S;P;N
CB-015917-1;2007;2020;01/04/2020;20/08/2021;2021.0;7.58;8.0;12;40;S;A;S
CB-015862-0;2007;2020;01/04/2020;;;0.0;0.0;0;40;N;P;N
CB-016001-2;2007;2020;01/04/2020;;2021.0;8.33;8.33;3;40;S;A;N
CB-016494-8;2007;2020;01/04/2020;15/03/2021;2021.0;6.67;6.67;3;40;S;A;N
CB-012329-0;2007;2020;01/04/2020;18/08/2021;2021.0;6.65;6.65;22;40;S;A;S
CB-015802-6;2007;2020;01/04/2020;;2021.0;8.33;8.33;3;40;S;A;N
CB-015996-1;2007;2020;01/04/2020;;;9.0;9.0;1;40;N;P;N
CB-015820-4;2007;2020;01/04/2020;23/08/2021;2021.0;5.63;7.8;7;40;S;A;S
CB-015839-5;2007;2020;01/04/2020;;;0.0;0.0;0;40;N;P;N
CB-016100-1;2007;2020;01/04/2020;;2021.0;6.0;6.0;2;40;S;A;N
CB-015835-2;2007;2020;01/04/2020;;;8.75;8.75;4;40;S;P;N
CB-016434-4;2007;2020;01/04/2020;;;0.0;0.0;0;40;N;P;N
CB-014100-0;2007;2020;01/04/2020;;2021.0;6.0;6.0;2;40;S;A;N
CB-011899-7;2007;2020;01/04/2020;;2021.0;8.0;8.0;3;40;S;A;N
CB-016006-3;2007;2020;01/04/2020;20/08/2021;2021.0;5.14;8.67;3;40;S;A;N
CB-016446-8;2007;2020;01/04/2020;;;7.0;7.0;2;40;S;P;N
CB-016416-6;2007;2020;01/04/2020;19/08/2021;2021.0;6.4;6.89;13;40;S;A;S
CB-015809-3;2007;2020;01/04/2020;16/03/2021;2021.0;6.6;6.6;5;40;S;A;S
CB-016089-6;2007;2020;01/04/2020;;2021.0;9.0;9.0;2;40;S;A;N
CB-016751-3;2007;2020;01/04/2020;;;7.0;7.0;2;40;S;P;N
CB-015847-6;2007;2020;01/04/2020;;;7.5;7.5;2;40;S;P;N
CB-015811-5;2007;2020;01/04/2020;;2021.0;7.5;7.5;2;40;S;A;N
CB-015793-3;2007;2020;01/04/2020;;;0.0;0.0;0;40;N;P;N
CB-016142-6;2007;2020;01/04/2020;;;0.0;0.0;0;40;N;P;N
CB-016059-4;2007;2020;01/04/2020;;2021.0;7.67;7.67;3;40;S;A;N
CB-015831-0;2007;2020;01/04/2020;23/08/2021;2021.0;5.18;7.0;7;40;S;A;S
CB-016127-2;2007;2020;01/04/2020;;;8.5;8.5;2;40;S;P;N
CB-016136-1;2007;2020;01/04/2020;;;0.0;0.0;0;40;N;P;N
CB-016034-9;2007;2020;01/04/2020;;;8.5;8.5;2;40;S;P;N
CB-016746-7;2007;2020;01/04/2020;05/08/2021;2021.0;5.7;6.38;8;40;S;A;S
CB-016745-9;2007;2020;01/04/2020;05/08/2021;2021.0;5.91;7.0;8;40;S;A;S
CB-017659-8;2007;2020;01/04/2020;18/08/2021;2021.0;7.67;7.67;7;40;S;A;S
CB-015860-3;2007;2020;01/04/2020;18/08/2021;2021.0;7.63;7.63;10;40;S;A;S
CB-015915-4;2007;2020;01/04/2020;;;7.0;7.0;2;40;S;P;N
CB-015990-1;2007;2020;01/04/2020;;;9.0;9.0;1;40;N;P;N
CB-016490-5;2007;2020;01/04/2020;;;6.0;6.0;1;40;N;P;N
CB-016448-4;2007;2020;01/04/2020;;;7.0;7.0;4;40;S;P;N
CB-015992-8;2007;2020;01/04/2020;;;0.0;0.0;0;40;N;P;N
CB-016101-9;2007;2020;01/04/2020;;;0.0;0.0;0;40;N;P;N
CB-016138-8;2007;2020;01/04/2020;;2021.0;9.0;9.0;1;40;N;A;N
CB-002532-8;2007;2020;01/04/2020;;;6.0;6.0;4;40;S;P;N
CB-015779-8;2007;2020;01/04/2020;;;0.0;0.0;0;40;N;P;N
CB-015812-3;2007;2020;01/04/2020;;2021.0;7.0;7.0;5;40;S;A;S
CB-015807-7;2007;2020;01/04/2020;16/03/2021;2021.0;5.75;7.0;3;40;S;A;N
CB-015778-0;2007;2020;01/04/2020;;;0.0;0.0;0;40;N;P;N
CB-015998-7;2007;2020;01/04/2020;;2021.0;6.5;6.5;2;40;S;A;N
CB-015838-7;2007;2020;01/04/2020;;;6.0;6.0;2;40;S;P;N
CB-015790-9;2007;2020;01/04/2020;;;6.0;6.0;1;40;N;P;N
CB-016451-4;2007;2020;01/04/2020;;;7.0;7.0;2;40;S;P;N
CB-015880-8;2007;2020;01/04/2020;07/08/2021;2021.0;5.31;7.5;8;40;S;A;S
CB-016117-5;2007;2020;01/04/2020;;;9.0;9.0;1;40;N;P;N
CB-016760-2;2007;2020;01/04/2020;;2021.0;8.5;8.5;2;40;S;A;N
CB-016488-3;2007;2020;01/04/2020;;;0.0;0.0;0;40;N;P;N
CB-015786-1;2007;2020;01/04/2020;;;8.5;8.5;2;40;S;P;N
CB-015858-1;2007;2020;01/04/2020;19/08/2021;2021.0;7.2;7.78;11;40;S;A;S
CB-015945-6;2007;2020;01/04/2020;20/08/2021;2021.0;7.23;7.82;12;40;S;A;S
CB-016441-7;2007;2020;01/04/2020;;2021.0;7.33;7.33;6;40;S;A;S
CB-015888-3;2007;2020;01/04/2020;18/08/2021;2021.0;7.0;7.5;12;40;S;A;S
CB-015935-9;2007;2020;01/04/2020;24/08/2020;2021.0;6.67;6.67;3;40;S;A;N
CB-013923-4;2007;2020;01/04/2020;04/08/2021;2021.0;7.4;7.54;35;40;S;A;S
CB-015904-9;2007;2020;01/04/2020;;;6.0;6.0;1;40;N;P;N
CB-014217-1;2007;2020;01/04/2020;20/08/2021;2021.0;6.67;6.95;30;40;S;A;S
CB-016130-2;2007;2020;01/04/2020;17/08/2021;2021.0;5.0;6.5;2;40;S;A;N
CB-015826-3;2007;2020;01/04/2020;;2021.0;6.5;6.5;2;40;S;A;N
CB-016508-1;2007;2020;01/04/2020;;;6.0;6.0;1;40;N;P;N
CB-012420-2;2007;2020;01/04/2020;;2021.0;6.7;6.7;10;40;S;A;S
CB-015900-6;2007;2020;01/04/2020;;;7.0;7.0;1;40;N;P;N
CB-015991-0;2007;2020;01/04/2020;18/08/2021;2021.0;8.2;8.2;6;40;S;A;S
CB-015799-2;2007;2020;01/04/2020;;2021.0;8.0;8.0;4;40;S;A;N
CB-015843-3;2007;2020;01/04/2020;18/08/2021;2021.0;5.89;7.0;9;40;S;A;S
CB-015975-8;2007;2020;01/04/2020;18/08/2021;2021.0;5.25;6.33;3;40;S;A;N
CB-016520-1;2007;2020;01/04/2020;;;7.5;7.5;2;40;S;P;N
CB-012973-5;2007;2020;01/04/2020;;;6.25;6.25;4;40;S;P;N
CB-015066-1;2007;2020;01/04/2020;;2021.0;7.0;7.0;3;40;S;A;N
CB-016433-6;2007;2020;01/04/2020;20/08/2021;2021.0;5.8;7.33;4;40;S;A;N
CB-016743-2;2007;2020;01/04/2020;;;0.0;0.0;0;40;N;P;N
CB-016744-1;2007;2020;01/04/2020;;;8.0;8.0;1;40;N;P;N
CB-016106-0;2007;2020;01/04/2020;;;7.0;7.0;2;40;S;P;N
CB-015966-9;2007;2020;01/04/2020;17/12/2020;;5.5;9.0;2;40;S;P;N
CB-015995-2;2007;2020;01/04/2020;20/03/2021;2021.0;6.71;6.71;7;40;S;A;S
CB-016469-7;2007;2020;01/04/2020;;;9.0;9.0;1;40;N;P;N
CB-016012-8;2007;2020;01/04/2020;;2021.0;6.0;6.0;2;40;S;A;N
CB-016415-8;2007;2020;01/04/2020;;;0.0;0.0;0;40;N;P;N
CB-015804-2;2007;2020;01/04/2020;23/08/2021;2021.0;6.0;7.0;4;40;S;A;N
CB-015825-5;2007;2020;01/04/2020;;;6.0;6.0;2;40;S;P;N
CB-016487-5;2007;2020;01/04/2020;16/03/2021;2021.0;7.25;7.25;4;40;S;A;N
CB-016478-6;2007;2020;01/04/2020;;;7.5;7.5;2;40;S;P;N
CB-016449-2;2007;2020;01/04/2020;;2021.0;7.0;7.0;2;40;S;A;N
CB-015965-1;2007;2020;01/04/2020;17/03/2021;2021.0;5.5;6.67;3;40;S;A;N
CB-014919-1;2007;2020;01/04/2020;21/08/2021;2021.0;7.47;7.79;22;40;S;A;S
CB-016498-1;2007;2020;01/04/2020;;;0.0;0.0;0;40;N;P;N
CB-015960-0;2007;2020;01/04/2020;;2021.0;7.5;7.5;2;40;S;A;N
CB-016764-5;2007;2020;01/04/2020;;;10.0;10.0;1;40;N;P;N
CB-015976-6;2007;2020;01/04/2020;;;0.0;0.0;0;40;N;P;N
CB-013204-3;2007;2020;01/04/2020;;2021.0;7.0;7.0;4;40;S;A;N
CB-016064-1;2007;2020;01/04/2020;20/08/2021;2021.0;4.0;6.0;2;40;S;A;N
CB-015972-3;2007;2020;01/04/2020;;;6.0;6.0;2;40;S;P;N
CB-016112-4;2007;2020;01/04/2020;;;6.0;6.0;1;40;N;P;N
CB-016071-3;2007;2020;01/04/2020;;;7.0;7.0;2;40;S;P;N
CB-016474-3;2007;2020;01/04/2020;;;6.0;6.0;1;40;N;P;N
CB-016027-6;2007;2020;01/04/2020;;;0.0;0.0;0;40;N;P;N
CB-016104-3;2007;2020;01/04/2020;;;0.0;0.0;0;40;N;P;N
CB-016778-5;2007;2020;01/04/2020;;2021.0;7.33;7.33;3;40;S;A;N
CB-016050-1;2007;2020;01/04/2020;;;6.0;6.0;1;40;N;P;N
CB-017751-9;2007;2020;01/04/2020;;2021.0;0.0;0.0;0;40;N;A;N
CB-016457-3;2007;2020;01/04/2020;;;6.0;6.0;2;40;S;P;N
CB-016458-1;2007;2020;01/04/2020;;;0.0;0.0;0;40;N;P;N
CB-016481-6;2007;2020;01/04/2020;;;6.5;6.5;2;40;S;P;N
CB-016081-1;2007;2020;01/04/2020;;2021.0;6.5;6.5;2;40;S;A;N
CB-015969-3;2007;2020;01/04/2020;;;6.0;6.0;2;40;S;P;N
CB-016088-8;2007;2020;01/04/2020;;;0.0;0.0;0;40;N;P;N
CB-012958-1;2007;2020;01/04/2020;18/03/2021;2021.0;7.06;7.19;18;40;S;A;S
CB-016090-0;2007;2020;01/04/2020;18/08/2021;2021.0;7.75;7.75;5;40;S;A;S
CB-016003-9;2007;2020;01/04/2020;16/03/2021;2021.0;7.0;7.0;8;40;S;A;S
CB-015787-9;2007;2020;01/04/2020;;2021.0;7.5;7.5;2;40;S;A;N
CB-016819-6;2007;2020;01/04/2020;19/08/2021;2021.0;6.14;7.8;7;40;S;A;S
CB-016437-9;2007;2020;01/04/2020;;;0.0;0.0;0;40;N;P;N
CB-015869-7;2007;2020;01/04/2020;;;6.5;6.5;2;40;S;P;N
CB-015956-1;2007;2020;01/04/2020;;;0.0;0.0;0;40;N;P;N
CB-016120-5;2007;2020;01/04/2020;;;6.0;6.0;1;40;N;P;N
CB-017502-8;2007;2020;01/04/2020;;2021.0;6.0;6.0;1;40;N;A;N
CB-016087-0;2007;2020;01/04/2020;;2021.0;7.33;7.33;3;40;S;A;N
CB-016400-0;2007;2020;01/04/2020;18/08/2021;2021.0;7.33;7.33;3;40;S;A;N
CB-016099-3;2007;2020;01/04/2020;;2021.0;7.5;7.5;2;40;S;A;N
CB-016512-0;2007;2020;01/04/2020;;;0.0;0.0;0;40;N;P;N
CB-015985-5;2007;2020;01/04/2020;;;7.0;7.0;2;40;S;P;N
CB-016809-9;2007;2020;01/04/2020;;2021.0;7.0;7.0;4;40;S;A;N
CB-015919-7;2007;2020;01/04/2020;18/03/2021;2021.0;6.33;7.2;5;40;S;A;S
CB-015948-1;2007;2020;01/04/2020;;;9.0;9.0;1;40;N;P;N
CB-016401-8;2007;2020;01/04/2020;;;6.0;6.0;1;40;N;P;N
CB-016405-1;2007;2020;01/04/2020;;;0.0;0.0;0;40;N;P;N
CB-016128-1;2007;2020;01/04/2020;;2021.0;7.67;7.67;3;40;S;A;N
CB-016020-9;2007;2020;01/04/2020;;2021.0;7.0;7.0;2;40;S;A;N
CB-016500-6;2007;2020;01/04/2020;;;7.0;7.0;1;40;N;P;N
CB-016054-3;2007;2020;01/04/2020;;;0.0;0.0;0;40;N;P;N
CB-016070-5;2007;2020;01/04/2020;;;6.0;6.0;2;40;S;P;N
CB-015854-9;2007;2020;01/04/2020;23/08/2021;2021.0;6.6;7.75;4;40;S;A;N
CB-016069-1;2007;2020;01/04/2020;;;6.0;6.0;2;40;S;P;N
CB-015851-4;2007;2020;01/04/2020;;2021.0;8.0;8.0;3;40;S;A;N
CB-016483-2;2007;2020;01/04/2020;;;0.0;0.0;0;40;N;P;N
CB-016443-3;2007;2020;01/04/2020;;;6.0;6.0;2;40;S;P;N
CB-015696-1;2007;2020;01/04/2020;;2021.0;6.25;6.25;4;40;S;A;N
CB-016518-9;2007;2020;01/04/2020;;;6.0;6.0;2;40;S;P;N
CB-016029-2;2007;2020;01/04/2020;;;0.0;0.0;0;40;N;P;N
CB-015796-8;2007;2020;01/04/2020;;;6.0;6.0;2;40;S;P;N
CB-016084-5;2007;2020;01/04/2020;;2021.0;7.0;7.0;2;40;S;A;N
CB-015824-7;2007;2020;01/04/2020;;;7.0;7.0;1;40;N;P;N
CB-015916-2;2007;2020;01/04/2020;20/08/2021;2021.0;5.13;7.5;5;40;S;A;S
CB-016031-4;2007;2020;01/04/2020;;2021.0;8.0;8.0;1;40;N;A;N
CB-015890-5;2007;2020;01/04/2020;18/08/2021;2021.0;6.0;7.0;6;40;S;A;S
CB-015953-7;2007;2020;01/04/2020;16/03/2021;2021.0;6.88;7.57;7;40;S;A;S
CB-016502-2;2007;2020;01/04/2020;;2021.0;7.0;7.0;2;40;S;A;N
CB-015879-4;2007;2020;01/04/2020;03/08/2021;2021.0;7.83;7.83;7;40;S;A;S
CB-015795-0;2007;2020;01/04/2020;;;0.0;0.0;0;40;N;P;N
CB-016436-1;2007;2020;01/04/2020;23/08/2021;2021.0;6.67;7.6;5;40;S;A;S
CB-015913-8;2007;2020;01/04/2020;;;8.0;8.0;2;40;S;P;N
CB-016406-9;2007;2020;01/04/2020;;2021.0;7.0;7.0;1;40;N;A;N
CB-015925-1;2007;2020;01/04/2020;;2021.0;7.0;7.0;3;40;S;A;N
CB-015885-9;2007;2020;01/04/2020;;2021.0;8.0;8.0;2;40;S;A;N
CB-016459-0;2007;2020;01/04/2020;;;6.5;6.5;2;40;S;P;N
CB-016096-9;2007;2020;01/04/2020;18/08/2021;2021.0;7.0;7.0;5;40;S;A;S
CB-015986-3;2007;2020;01/04/2020;20/08/2021;2021.0;5.5;7.86;9;40;S;A;S
CB-015964-2;2007;2020;01/04/2020;;;8.0;8.0;1;40;N;P;N
CB-016109-4;2007;2020;01/04/2020;;;8.0;8.0;1;40;N;P;N
CB-016061-6;2007;2020;01/04/2020;;2021.0;8.0;8.0;5;40;S;A;S
CB-016048-9;2007;2020;01/04/2020;15/03/2021;2021.0;7.33;7.33;3;40;S;A;N
CB-015886-7;2007;2020;01/04/2020;20/03/2021;2021.0;5.4;7.67;3;40;S;A;N
CB-016472-7;2007;2020;01/04/2020;;;8.0;8.0;1;40;N;P;N
CB-016399-2;2007;2020;01/04/2020;;;0.0;0.0;0;40;N;P;N
CB-016077-2;2007;2020;01/04/2020;;;6.0;6.0;2;40;S;P;N
CB-015875-1;2007;2020;01/04/2020;;;9.0;9.0;2;40;S;P;N
CB-016412-3;2007;2020;01/04/2020;;2021.0;9.5;9.5;2;40;S;A;N
CB-015940-5;2007;2020;01/04/2020;18/08/2021;2021.0;6.56;7.71;8;40;S;A;S
CB-016485-9;2007;2020;01/04/2020;;;0.0;0.0;0;40;N;P;N
CB-016097-7;2007;2020;01/04/2020;23/08/2021;2021.0;6.15;7.4;12;40;S;A;S
CB-016461-1;2007;2020;01/04/2020;;;0.0;0.0;0;40;N;P;N
CB-016419-1;2007;2020;01/04/2020;;;9.0;9.0;1;40;N;P;N
CB-015304-1;2007;2020;01/04/2020;;;0.0;0.0;0;40;N;P;N
CB-016065-9;2007;2020;01/04/2020;;2021.0;7.33;7.33;3;40;S;A;N
CB-015901-4;2007;2020;01/04/2020;;2021.0;8.5;8.5;2;40;S;A;N
CB-016517-1;2007;2020;01/04/2020;;2021.0;6.0;6.0;1;40;N;A;N
CB-015891-3;2007;2020;01/04/2020;;;7.33;7.33;3;40;S;P;N
CB-012092-4;2007;2020;01/04/2020;;;6.89;6.89;9;40;S;P;S
CB-016471-9;2007;2020;01/04/2020;;;6.0;6.0;2;40;S;P;N
CB-015276-1;2007;2020;01/04/2020;;;0.0;0.0;0;40;N;P;N
CB-016005-5;2007;2020;01/04/2020;18/08/2021;2021.0;7.4;7.4;10;40;S;A;S
CB-016397-6;2007;2020;01/04/2020;18/08/2021;2021.0;6.83;6.83;8;40;S;A;S
CB-016108-6;2007;2020;01/04/2020;;;8.0;8.0;2;40;S;P;N
CB-016811-1;2007;2020;01/04/2020;;2021.0;6.75;6.75;4;40;S;A;N
CB-015837-9;2007;2020;01/04/2020;20/08/2021;2021.0;6.0;6.6;5;40;S;A;S
CB-016409-3;2007;2020;01/04/2020;;2021.0;7.33;7.33;6;40;S;A;S
CB-016513-8;2007;2020;01/04/2020;;;6.67;6.67;3;40;S;P;N
CB-017504-4;2007;2020;01/04/2020;;2021.0;8.0;8.0;2;40;S;A;N
CB-013389-9;2007;2020;01/04/2020;16/03/2021;;7.25;7.25;10;40;S;P;S
CB-014029-1;2007;2020;01/04/2020;;;7.67;7.67;3;40;S;P;N
CB-017636-9;2007;2020;01/04/2020;;2021.0;0.0;0.0;0;40;N;A;N
CB-015931-6;2007;2020;01/04/2020;18/08/2021;2021.0;8.4;8.4;7;40;S;A;S
CB-012204-8;2007;2020;01/04/2020;;;6.0;6.0;2;40;S;P;N
CB-016398-4;2007;2020;01/04/2020;18/08/2021;2021.0;7.5;7.5;14;40;S;A;S
CB-012922-1;2007;2020;01/04/2020;21/08/2021;2021.0;6.27;6.57;20;40;S;A;S
CB-015968-5;2007;2020;01/04/2020;;2021.0;6.0;6.0;2;40;S;A;N
CB-015895-6;2007;2020;01/04/2020;19/08/2021;2021.0;6.25;7.67;7;40;S;A;S
CB-016420-4;2007;2020;01/04/2020;03/08/2021;2021.0;7.33;7.33;3;40;S;A;N
CB-016431-0;2007;2020;01/04/2020;;;0.0;0.0;0;40;N;P;N
CB-014209-0;2007;2020;01/04/2020;17/03/2021;2021.0;6.7;7.22;26;40;S;A;S
CB-016752-1;2007;2020;01/04/2020;;2021.0;9.33;9.33;3;40;S;A;N
CB-016124-8;2007;2020;01/04/2020;;2021.0;7.33;7.33;3;40;S;A;N
CB-015800-0;2007;2020;01/04/2020;;;0.0;0.0;0;40;N;P;N
CB-012365-6;2007;2020;01/04/2020;18/08/2021;2021.0;7.0;7.0;8;40;S;A;S
CB-016763-7;2007;2020;01/04/2020;;;7.0;7.0;1;40;N;P;N
CB-016015-2;2007;2020;01/04/2020;;2021.0;9.33;9.33;3;40;S;A;N
CB-016750-5;2007;2020;01/04/2020;;;6.5;6.5;2;40;S;P;N
CB-015832-8;2007;2020;01/04/2020;;;6.5;6.5;2;40;S;P;N
CB-016444-1;2007;2020;01/04/2020;;2021.0;9.0;9.0;1;40;N;A;N
CB-015937-5;2007;2020;01/04/2020;;;10.0;10.0;1;40;N;P;N
CB-016468-9;2007;2020;01/04/2020;;;8.5;8.5;2;40;S;P;N
CB-016132-9;2007;2020;01/04/2020;24/08/2020;;7.33;7.33;3;40;S;P;N
CB-015783-6;2007;2020;01/04/2020;;2021.0;8.0;8.0;1;40;N;A;N
CB-016139-6;2007;2020;01/04/2020;;2021.0;7.0;7.0;1;40;N;A;N
CB-015785-2;2007;2020;01/04/2020;;2021.0;8.5;8.5;2;40;S;A;N
CB-015822-1;2007;2020;01/04/2020;03/08/2021;2021.0;7.5;7.5;5;40;S;A;S
CB-016078-1;2007;2020;01/04/2020;;;6.0;6.0;2;40;S;P;N
CB-016053-5;2007;2020;01/04/2020;23/08/2021;2021.0;5.67;7.5;4;40;S;A;N
CB-016024-1;2007;2020;01/04/2020;;;6.0;6.0;1;40;N;P;N
CB-015928-6;2007;2020;01/04/2020;;;0.0;0.0;0;40;N;P;N
CB-015963-4;2007;2020;01/04/2020;;2021.0;7.5;7.5;4;40;S;A;N
CB-016057-8;2007;2020;01/04/2020;19/08/2021;2021.0;7.64;7.64;15;40;S;A;S
CB-016119-1;2007;2020;01/04/2020;18/08/2021;2021.0;5.5;6.67;3;40;S;A;N
CB-015924-3;2007;2020;01/04/2020;23/08/2021;2021.0;6.15;7.1;11;40;S;A;S
CB-016035-7;2007;2020;01/04/2020;;2021.0;7.0;7.0;2;40;S;A;N
CB-016000-4;2007;2020;01/04/2020;23/08/2021;2021.0;7.25;7.25;6;40;S;A;S
CB-016407-7;2007;2020;01/04/2020;;;7.5;7.5;2;40;S;P;N
CB-015859-0;2007;2020;01/04/2020;;2021.0;6.5;6.5;4;40;S;A;N
CB-016506-5;2007;2020;01/04/2020;;;9.0;9.0;1;40;N;P;N
CB-016056-0;2007;2020;01/04/2020;;2021.0;7.0;7.0;2;40;S;A;N
CB-016427-1;2007;2020;01/04/2020;;2021.0;6.75;6.75;12;40;S;A;S
CB-016455-7;2007;2020;01/04/2020;;;6.0;6.0;2;40;S;P;N
CB-016410-7;2007;2020;01/04/2020;;2021.0;6.5;6.5;2;40;S;A;N
CB-016516-2;2007;2020;01/04/2020;;;8.5;8.5;2;40;S;P;N
CB-009718-3;2007;2020;01/04/2020;18/08/2021;2021.0;7.14;7.14;8;40;S;A;S
CB-015848-4;2007;2020;01/04/2020;17/08/2021;2021.0;7.71;7.71;9;40;S;A;S
CB-015911-1;2007;2020;01/04/2020;27/02/2021;2021.0;6.0;7.33;3;40;S;A;N
CB-016450-6;2007;2020;01/04/2020;;;0.0;0.0;0;40;N;P;N
CB-016465-4;2007;2020;01/04/2020;;2021.0;6.0;6.0;4;40;S;A;N
CB-015944-8;2007;2020;01/04/2020;23/08/2021;2021.0;6.85;6.85;20;40;S;A;S
CB-015892-1;2007;2020;01/04/2020;20/08/2021;2021.0;7.75;7.75;4;40;S;A;N
CB-017506-1;2007;2020;01/04/2020;;2021.0;9.0;9.0;2;40;S;A;N
CB-017507-9;2007;2020;01/04/2020;;2021.0;7.5;7.5;2;40;S;A;N
CB-016052-7;2007;2020;01/04/2020;24/08/2020;2021.0;6.67;6.67;3;40;S;A;N
CB-013226-4;2007;2020;01/04/2020;;;6.0;6.0;11;40;S;P;S
CB-015974-0;2007;2020;01/04/2020;20/08/2021;2021.0;5.29;7.5;4;40;S;A;N
CB-016514-6;2007;2020;01/04/2020;04/08/2021;2021.0;3.71;6.0;3;40;S;A;N
CB-016133-7;2007;2020;01/04/2020;;2021.0;6.33;6.33;3;40;S;A;N
CB-015893-0;2007;2020;01/04/2020;;2021.0;9.6;9.6;5;40;S;A;S
CB-011963-2;2007;2020;01/04/2020;18/08/2021;2021.0;7.67;7.67;4;40;S;A;N
CB-016748-3;2007;2020;01/04/2020;;;6.0;6.0;1;40;N;P;N
CB-016754-8;2007;2020;01/04/2020;;;6.0;6.0;2;40;S;P;N
CB-007656-9;2007;2020;01/04/2020;07/08/2021;2021.0;7.0;7.0;26;40;S;A;S
CB-016402-6;2007;2020;01/04/2020;;;6.0;6.0;2;40;S;P;N
CB-015922-7;2007;2020;01/04/2020;23/08/2021;2021.0;5.0;7.8;5;40;S;A;S
CB-016060-8;2007;2020;01/04/2020;;;0.0;0.0;0;40;N;P;N
CB-013388-1;2007;2020;01/04/2020;23/08/2021;2021.0;6.58;7.0;14;40;S;A;S
CB-016807-2;2007;2020;01/04/2020;;2021.0;7.0;7.0;2;40;S;A;N
CB-017509-5;2007;2020;01/04/2020;;2021.0;7.0;7.0;2;40;S;A;N
CB-015970-7;2007;2020;01/04/2020;;2021.0;8.0;8.0;4;40;S;A;N
CB-016032-2;2007;2020;01/04/2020;23/08/2021;2021.0;5.5;8.0;6;40;S;A;S
CB-015993-6;2007;2020;01/04/2020;18/08/2021;2021.0;6.5;6.89;11;40;S;A;S
CB-016074-8;2007;2020;01/04/2020;;2021.0;7.5;7.5;4;40;S;A;N
CB-016085-3;2007;2020;01/04/2020;;2021.0;8.5;8.5;2;40;S;A;N
CB-016438-7;2007;2020;01/04/2020;;2021.0;7.17;7.17;6;40;S;A;S
CB-015836-1;2007;2020;01/04/2020;18/08/2021;2021.0;7.57;7.57;9;40;S;A;S
CB-015903-1;2007;2020;01/04/2020;19/08/2021;2021.0;6.13;7.5;8;40;S;A;S
CB-015920-1;2007;2020;01/04/2020;;2021.0;7.67;7.67;3;40;S;A;N
CB-016021-7;2007;2020;01/04/2020;18/08/2021;2021.0;7.57;7.57;9;40;S;A;S
CB-017511-7;2007;2020;01/04/2020;23/08/2021;2021.0;6.67;6.67;11;40;S;A;S
CB-016492-1;2007;2020;01/04/2020;;2021.0;7.0;7.0;4;40;S;A;N
CB-016521-9;2007;2020;01/04/2020;;;7.5;7.5;2;40;S;P;N
CB-015808-5;2007;2020;01/04/2020;;;0.0;0.0;0;40;N;P;N
CB-015962-6;2007;2020;01/04/2020;;;7.5;7.5;2;40;S;P;N
CB-016777-7;2007;2020;01/04/2020;;;8.4;8.4;5;40;S;P;S
CA-015876-9;2007;2020;01/04/2020;;;6.5;6.5;2;42;S;P;N
CA-016187-5;2007;2020;01/04/2020;14/12/2020;2021.0;6.5;6.5;2;42;S;A;N
CA-016558-7;2007;2020;01/04/2020;;2021.0;8.17;8.17;6;42;S;A;S
CA-016079-8;2007;2020;01/04/2020;;;6.0;6.0;2;42;S;P;N
CA-016164-6;2007;2020;01/04/2020;23/08/2021;2021.0;5.5;7.44;11;42;S;A;S
CA-016551-0;2007;2020;01/04/2020;;;0.0;0.0;0;42;N;P;N
CA-016538-2;2007;2020;01/04/2020;;2021.0;6.0;6.0;2;42;S;A;N
CA-016224-3;2007;2020;01/04/2020;;2021.0;7.0;7.0;3;42;S;A;N
CA-016150-6;2007;2020;01/04/2020;;;6.0;6.0;1;42;N;P;N
CA-007425-5;2007;2020;01/04/2020;;;7.0;7.0;16;42;S;P;S
CA-016566-8;2007;2020;01/04/2020;14/12/2020;2021.0;6.33;8.5;2;42;S;A;N
CA-016226-0;2007;2020;01/04/2020;;;0.0;0.0;0;42;N;P;N
CA-016529-3;2007;2020;01/04/2020;20/08/2021;2021.0;4.5;7.0;5;42;S;A;S
CA-016549-8;2007;2020;01/04/2020;;2021.0;7.0;7.0;2;42;S;A;N
CA-016159-0;2007;2020;01/04/2020;;;7.0;7.0;1;42;N;P;N
CA-016156-5;2007;2020;01/04/2020;;;0.0;0.0;0;42;N;P;N
CA-016535-8;2007;2020;01/04/2020;;;0.0;0.0;0;42;N;P;N
CA-016236-7;2007;2020;01/04/2020;;;8.5;8.5;4;42;S;P;N
CA-016175-1;2007;2020;01/04/2020;;;8.0;8.0;1;42;N;P;N
CA-007459-0;2007;2020;01/04/2020;;2021.0;7.0;7.0;15;42;S;A;S
CA-013037-6;2007;2020;01/04/2020;;2021.0;7.5;7.5;6;42;S;A;S
